date,NO,NO2,NOXasNO2,PM2.5,wd,ws,temp,site,code,latitude,longitude,location_type,NOx
2020-01-01 00:00:00,15.24691,46.18613,69.5644,42.0,83.1,2.0,2.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,35.13774767652174
2020-01-01 01:00:00,17.63596,44.73371,71.77513,48.0,96.4,1.9,1.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,36.254436929782614
2020-01-01 02:00:00,18.69909,44.28266,72.95419,52.0,119.2,2.2,0.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,36.850001837608694
2020-01-01 03:00:00,16.54894,41.27891,66.6536,48.0,122.7,1.6,0.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,33.667490418043485
2020-01-01 04:00:00,2.75219,30.76489,34.98485,43.0,114.5,1.8,1.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,17.67118461478261
2020-01-01 05:00:00,4.29312,36.58187,43.16457,41.0,123.3,1.0,1.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,21.802842080217392
2020-01-01 06:00:00,4.61564,37.80066,44.87788,39.0,138.2,1.0,1.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,22.668255247391304
2020-01-01 07:00:00,7.15998,41.69223,52.67072,39.0,169.9,1.0,2.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,26.604512424130437
2020-01-01 08:00:00,39.08962,46.23388,106.17046,42.0,176.1,0.9,2.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,53.62804551173913
2020-01-01 09:00:00,59.44432,48.79273,139.93941,41.0,162.7,0.8,2.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,70.6852580476087
2020-01-01 10:00:00,56.89998,50.04111,137.28653,36.0,336.8,0.3,2.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,69.34523431108695
2020-01-01 11:00:00,43.81994,48.59751,115.78715,37.0,123.0,0.8,3.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,58.48556841804347
2020-01-01 12:00:00,29.844,50.6278,96.38796,38.0,116.9,0.8,3.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,48.686720021739134
2020-01-01 13:00:00,9.991,43.87306,59.19238,36.0,106.7,0.9,3.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,29.898693610869564
2020-01-01 14:00:00,12.85786,46.0542,65.76931,39.0,117.7,1.3,3.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,33.22078946130435
2020-01-01 15:00:00,5.94157,39.968,49.07828,33.0,111.5,1.5,3.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,24.789930312826087
2020-01-01 16:00:00,5.26069,42.00683,50.07311,33.0,104.8,1.4,4.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,25.29241951478261
2020-01-01 17:00:00,3.68391,45.08774,50.73632,32.0,119.1,1.4,4.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,25.627397836304343
2020-01-01 18:00:00,6.51494,45.77631,55.76574,34.0,156.0,1.7,4.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,28.167833265869568
2020-01-01 19:00:00,2.89553,43.09102,47.53076,30.0,157.2,1.8,4.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,24.008236891521737
2020-01-01 20:00:00,3.28972,46.07904,51.1232,27.0,166.2,1.9,4.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,25.822811931304347
2020-01-01 21:00:00,3.18221,45.24905,50.12837,22.0,173.9,1.9,5.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,25.32031027
2020-01-01 22:00:00,1.06791,30.36293,32.00036,24.0,179.9,2.1,5.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,16.16367626347826
2020-01-01 23:00:00,1.17541,26.55038,28.35265,23.0,187.9,2.1,5.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,14.321182855869564
2020-01-02 00:00:00,0.72155,18.13027,19.23663,17.0,186.0,1.3,3.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,9.716597506521738
2020-01-02 01:00:00,0.53041,17.90742,18.7207,12.0,194.0,2.0,3.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,9.45599610369565
2020-01-02 02:00:00,0.63792,16.82127,17.79941,17.0,195.9,1.6,3.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,8.990638788913042
2020-01-02 03:00:00,0.56625,13.78035,14.64858,14.0,210.4,1.6,4.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,7.399135239130435
2020-01-02 04:00:00,0.78128,14.05869,15.25663,13.0,207.1,1.7,4.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,7.706267928478261
2020-01-02 05:00:00,1.13966,22.57471,24.32217,11.0,212.0,2.1,5.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,12.285348992826087
2020-01-02 06:00:00,2.50152,33.03459,36.8702,15.0,214.5,3.0,6.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,18.62348590630435
2020-01-02 07:00:00,3.0391,38.73308,43.39296,14.0,219.7,3.8,6.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,21.918198467391303
2020-01-02 08:00:00,3.3258,36.41403,41.51352,10.0,220.7,4.0,6.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,20.968875296739128
2020-01-02 09:00:00,4.22177,34.87441,41.34769,9.0,209.9,3.3,7.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,20.885128611739127
2020-01-02 10:00:00,3.46916,27.18396,32.50326,9.0,222.1,4.1,8.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,16.41771899826087
2020-01-02 11:00:00,3.57667,22.26523,27.74938,6.0,218.3,4.7,8.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,14.016492198695651
2020-01-02 12:00:00,3.11077,22.53738,27.30716,7.0,217.3,5.1,8.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,13.79311798021739
2020-01-02 13:00:00,2.60904,22.97503,26.9755,10.0,224.1,5.1,8.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,13.625588915869564
2020-01-02 14:00:00,1.53389,20.09081,22.44273,12.0,225.2,5.5,8.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,11.336040638695653
2020-01-02 15:00:00,1.96395,24.01943,27.03077,10.0,227.6,5.9,8.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,13.653502232608696
2020-01-02 16:00:00,1.6414,25.61955,28.13633,9.0,231.9,5.8,8.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,14.211921783695653
2020-01-02 17:00:00,1.1755,24.50976,26.31217,9.0,232.6,6.1,9.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,13.290517654347825
2020-01-02 18:00:00,1.46221,27.8843,30.12632,6.0,230.7,6.0,9.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,15.217084047173913
2020-01-02 19:00:00,1.31885,22.13412,24.15634,8.0,232.4,5.6,9.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,12.201585807608696
2020-01-02 20:00:00,0.78128,19.75229,20.95023,8.0,239.3,6.0,9.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,10.582154798043478
2020-01-02 21:00:00,0.81712,16.49124,17.74413,6.0,242.3,5.8,10.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,8.962728166086958
2020-01-02 22:00:00,1.03215,16.54847,18.13107,11.0,237.8,5.5,10.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,9.15817627173913
2020-01-02 23:00:00,0.35122,12.0095,12.54803,6.0,250.1,5.7,10.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,6.338122770434783
2020-01-03 00:00:00,0.38708,10.31645,10.90997,8.0,225.1,5.6,10.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,5.510722063260869
2020-01-03 01:00:00,0.43487,8.54771,9.2145,9.0,227.3,5.5,11.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,4.654329463913044
2020-01-03 02:00:00,0.38708,6.87022,7.46374,7.0,234.4,5.6,10.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,3.770001323043478
2020-01-03 03:00:00,0.38708,8.36297,8.95649,4.0,254.2,5.2,11.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,4.524002328478261
2020-01-03 04:00:00,0.42293,7.25757,7.90604,3.0,264.0,4.3,10.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,3.9934210013043483
2020-01-03 05:00:00,0.49461,8.47454,9.23293,2.0,257.2,3.9,10.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,4.663639290652173
2020-01-03 06:00:00,0.99638,16.21936,17.74712,1.0,257.2,3.5,9.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,8.964236083913043
2020-01-03 07:00:00,0.9247,19.97821,21.39607,6.0,270.6,3.0,9.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,10.807347744565217
2020-01-03 08:00:00,2.28666,29.00258,32.50875,6.0,282.9,3.7,9.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,16.420473524347823
2020-01-03 09:00:00,8.27212,45.69931,58.38306,8.0,313.3,3.9,9.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,29.48987580630434
2020-01-03 10:00:00,10.45843,38.31107,54.34711,12.0,344.1,4.8,8.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,27.451308631739128
2020-01-03 11:00:00,7.80619,37.78897,49.75829,10.0,352.6,4.9,8.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,25.13343150173913
2020-01-03 12:00:00,8.91726,36.80407,50.47702,12.0,355.9,4.7,7.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,25.496473662391303
2020-01-03 13:00:00,11.82039,36.4992,54.62354,10.0,350.3,4.3,7.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,27.59095535934783
2020-01-03 14:00:00,7.3761,36.34753,47.65738,6.0,347.0,3.2,6.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,24.07224291847826
2020-01-03 15:00:00,8.7739,49.51876,62.97188,11.0,286.8,2.3,4.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,31.80774182391304
2020-01-03 16:00:00,9.23983,59.41944,73.58698,12.0,278.6,2.3,3.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,37.16952416978261
2020-01-03 17:00:00,13.75581,68.41769,89.50963,14.0,279.0,2.2,2.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,45.21224500043478
2020-01-03 18:00:00,11.85623,75.14513,93.32444,13.0,268.4,2.2,2.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,47.139108733913034
2020-01-03 19:00:00,12.32217,74.43071,93.32444,10.0,267.9,2.3,2.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,47.13911950956522
2020-01-03 20:00:00,5.90661,58.22759,67.28427,16.0,275.7,2.2,2.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,33.98593148086957
2020-01-03 21:00:00,4.04288,43.11701,49.31599,12.0,280.8,1.9,2.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,24.90998724152174
2020-01-03 22:00:00,3.50526,48.86188,54.23654,10.0,265.8,2.0,1.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,27.395384343913044
2020-01-03 23:00:00,2.28666,38.40137,41.90754,11.0,258.9,2.1,1.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,21.167884081956522
2020-01-04 00:00:00,1.10399,40.40617,42.09893,10.0,263.3,2.6,3.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,21.26454808
2020-01-04 01:00:00,1.00841,32.36888,33.91508,13.0,262.8,2.6,2.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,17.130816301521737
2020-01-04 02:00:00,0.60218,21.19521,22.11853,11.0,259.8,2.8,2.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,11.172273287173912
2020-01-04 03:00:00,0.63802,16.21887,17.19715,13.0,254.2,2.5,1.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,8.686438760652173
2020-01-04 04:00:00,0.60218,13.7855,14.70882,9.0,249.8,2.5,1.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,7.429564333913045
2020-01-04 05:00:00,0.60218,12.45839,13.38171,5.0,243.6,2.8,1.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,6.759229532826088
2020-01-04 06:00:00,1.0323,19.15328,20.73612,2.0,253.2,3.1,1.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,10.474004628260868
2020-01-04 07:00:00,1.74918,25.62968,28.31172,4.0,261.7,3.5,3.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,14.300514144782607
2020-01-04 08:00:00,2.93202,28.5162,33.0119,6.0,260.8,3.3,3.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,16.67463007695652
2020-01-04 09:00:00,4.2224,28.47302,34.94727,8.0,260.5,3.3,4.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,17.652218793478262
2020-01-04 10:00:00,6.08627,29.20938,38.54153,8.0,269.3,3.1,5.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,19.467727947608694
2020-01-04 11:00:00,6.94652,35.96361,46.6148,8.0,277.6,3.2,5.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,23.545611878043477
2020-01-04 12:00:00,10.67427,42.13651,58.50351,6.0,267.2,3.4,4.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,29.550739720434784
2020-01-04 13:00:00,9.88571,38.86662,54.0245,4.0,269.7,2.6,5.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,27.288350127608695
2020-01-04 14:00:00,10.38752,37.9313,53.85861,7.0,271.9,2.4,6.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,27.2045637073913
2020-01-04 15:00:00,5.69199,38.71664,47.44424,8.0,276.1,2.9,6.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,23.964557785434778
2020-01-04 16:00:00,7.0899,45.25474,56.12576,7.0,276.9,2.8,6.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,28.349690243478257
2020-01-04 17:00:00,4.90343,48.3861,55.90458,7.0,274.3,2.7,6.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,28.23794639369565
2020-01-04 18:00:00,3.3263,57.21869,62.31895,11.0,280.6,3.1,6.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,31.477877222826084
2020-01-04 19:00:00,3.3263,59.43055,64.5308,16.0,290.8,3.2,6.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,32.595106942391304
2020-01-04 20:00:00,4.29408,59.16315,65.74732,21.0,293.1,2.7,6.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,33.209586487173915
2020-01-04 21:00:00,2.82449,50.35724,54.68806,18.0,278.4,2.3,6.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,27.623447318043475
2020-01-04 22:00:00,2.03593,48.46976,51.59146,17.0,264.1,1.8,6.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,26.05932503717391
2020-01-04 23:00:00,1.53411,41.94008,44.29235,18.0,249.1,1.9,6.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,22.372467299347825
2020-01-06 00:00:00,0.51145,20.97302,21.75723,9.0,216.5,2.5,4.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,10.989772801086957
2020-01-06 01:00:00,0.41585,10.64663,11.28426,6.0,214.7,2.9,4.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,5.699781217391304
2020-01-06 02:00:00,0.2366,8.98544,9.34823,6.0,213.4,2.7,3.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,4.721870578260869
2020-01-06 03:00:00,0.34415,8.54397,9.07166,6.0,208.9,2.7,3.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,4.582177717391304
2020-01-06 04:00:00,0.41585,7.71494,8.35256,7.0,210.7,2.6,3.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,4.218959105434783
2020-01-06 05:00:00,0.4517,10.42572,11.11831,8.0,209.4,2.8,3.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,5.615963480434782
2020-01-06 06:00:00,0.77434,16.23691,17.42422,8.0,212.0,3.3,3.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,8.801130761521739
2020-01-06 07:00:00,1.20453,23.65328,25.50021,13.0,216.6,3.4,3.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,12.880385893695653
2020-01-06 08:00:00,1.99321,25.98415,29.04036,9.0,213.3,3.8,4.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,14.668561259130433
2020-01-06 09:00:00,3.28378,28.65176,33.68682,10.0,212.2,4.7,6.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,17.01554073173913
2020-01-06 10:00:00,4.82529,28.722,36.12068,9.0,211.7,4.8,7.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,18.24491906152174
2020-01-06 11:00:00,3.14038,19.68935,24.50454,7.0,212.5,5.2,7.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,12.37748620673913
2020-01-06 12:00:00,4.25171,20.4192,26.93839,7.0,217.5,5.6,8.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,13.606864873260868
2020-01-06 13:00:00,3.35548,20.46584,25.61083,9.0,225.6,5.2,6.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,12.936293007826087
2020-01-06 14:00:00,3.64227,27.82551,33.41025,10.0,232.5,5.2,7.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,16.87584517695652
2020-01-06 15:00:00,3.71397,32.63861,38.33328,13.0,241.3,5.2,7.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,19.36251549
2020-01-06 16:00:00,2.74604,35.8375,40.04805,10.0,249.0,4.9,8.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,20.22864086043478
2020-01-06 17:00:00,2.20831,33.78564,37.17167,10.0,237.1,4.1,9.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,18.775756647173914
2020-01-06 18:00:00,2.96114,36.55868,41.09903,12.0,246.7,3.8,8.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,20.75951009956522
2020-01-06 19:00:00,2.99699,39.87793,44.47324,13.0,268.6,4.2,8.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,22.463857962608696
2020-01-06 20:00:00,2.67435,40.42795,44.52856,11.0,279.9,3.3,6.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,22.491793167391307
2020-01-06 21:00:00,2.06491,36.60532,39.77147,9.0,278.4,3.0,5.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,20.088938234130435
2020-01-06 22:00:00,1.34793,36.37712,38.44391,12.0,273.1,2.7,5.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,19.41837141978261
2020-01-06 23:00:00,0.66679,28.57111,29.59351,12.0,274.3,1.7,4.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,14.947944960434782
2020-01-07 00:00:00,0.85088,26.20995,27.51462,9.0,239.9,2.6,4.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,13.897880217608696
2020-01-07 01:00:00,1.1377,38.08906,39.8335,10.0,243.2,2.8,4.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,20.12026406521739
2020-01-07 02:00:00,0.70748,29.45424,30.53902,8.0,247.9,2.6,5.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,15.425536007826086
2020-01-07 03:00:00,0.59992,21.26518,22.18505,9.0,251.3,3.0,4.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,11.205865372608697
2020-01-07 04:00:00,0.99429,29.29108,30.81564,8.0,235.1,2.5,4.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,15.565256818043478
2020-01-07 05:00:00,1.17355,31.83776,33.63718,8.0,226.9,2.7,4.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,16.990443901086955
2020-01-07 06:00:00,2.46421,40.42571,44.20412,11.0,218.1,3.0,4.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,22.327908293913044
2020-01-07 07:00:00,4.65117,52.39726,59.52896,9.0,216.2,3.0,4.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,30.068642819347826
2020-01-07 08:00:00,11.57057,66.57295,84.31425,8.0,219.4,3.4,5.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,42.58798240521739
2020-01-07 09:00:00,8.05709,51.93281,64.28685,12.0,219.6,3.7,6.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,32.47193012565217
2020-01-07 10:00:00,6.08525,42.01038,51.34096,17.0,218.9,4.3,7.8,London Westminster,HORS,51.49467,-0.131931,Urban Background,25.93283437065217
2020-01-07 11:00:00,5.40406,29.72169,38.0078,14.0,214.6,5.0,8.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,19.198128538478258
2020-01-07 12:00:00,4.57947,24.90037,31.92213,16.0,217.1,4.8,8.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,16.12419292695652
2020-01-07 13:00:00,3.07369,22.61728,27.33021,12.0,221.3,4.9,8.7,London Westminster,HORS,51.49467,-0.131931,Urban Background,13.804757705
2020-01-07 14:00:00,3.2171,26.43606,31.36888,8.0,217.6,4.8,8.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,15.84472773478261
2020-01-07 15:00:00,2.2491,25.65201,29.10059,6.0,216.3,5.3,9.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,14.698981261956522
2020-01-07 16:00:00,3.03784,30.19636,34.85431,5.0,218.7,5.6,10.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,17.605251093043478
2020-01-07 17:00:00,2.85858,27.2624,31.6455,5.0,224.5,5.3,11.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,15.984445514347826
2020-01-07 18:00:00,1.46036,24.26115,26.50034,3.0,232.9,5.6,12.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,13.38556665152174
2020-01-07 19:00:00,1.81888,24.81792,27.60683,4.0,236.3,5.7,12.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,13.94446976
2020-01-07 20:00:00,1.38866,21.16229,23.29153,6.0,238.8,5.9,12.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,11.764773868913041
2020-01-07 21:00:00,0.95844,19.77495,21.24453,6.0,236.0,6.1,12.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,10.730810981086956
2020-01-07 22:00:00,0.85088,17.45027,18.75494,5.0,243.7,6.0,12.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,9.473289678478261
2020-01-07 23:00:00,0.67162,14.84827,15.87808,3.0,248.7,6.2,12.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,8.020159982391304
2020-01-08 00:00:00,0.37767,10.85654,11.43562,3.0,241.8,5.8,12.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,5.776238173695653
2020-01-08 01:00:00,0.28206,9.67513,10.10761,0.0,245.4,5.6,12.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,5.105447764565217
2020-01-08 02:00:00,0.31791,9.6386,10.12606,2.0,257.5,5.6,12.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,5.114761968913043
2020-01-08 03:00:00,0.42547,6.87299,7.52538,2.0,265.4,5.0,12.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,3.8011335291304347
2020-01-08 04:00:00,0.42547,6.70699,7.35938,3.0,272.3,4.5,11.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,3.7172854856521735
2020-01-08 05:00:00,0.42547,9.30767,9.96006,5.0,254.0,3.7,10.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,5.03091156826087
2020-01-08 06:00:00,1.14256,19.10888,20.86078,5.0,254.2,3.4,9.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,10.536974172173913
2020-01-08 07:00:00,1.96722,31.34584,34.36219,6.0,251.4,2.9,8.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,17.35666824652174
2020-01-08 08:00:00,3.54481,37.44827,42.88357,9.0,251.8,2.9,8.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,21.660902159130433
2020-01-08 09:00:00,6.26975,39.68879,49.30227,13.0,270.5,3.8,9.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,24.90307432391304
2020-01-08 10:00:00,12.50843,42.84968,62.02901,19.0,271.1,3.7,10.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,31.33152500891304
2020-01-08 11:00:00,8.95884,38.77493,52.51162,17.0,278.7,3.6,10.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,26.524175896304346
2020-01-08 12:00:00,10.78742,43.49652,60.037,21.0,280.5,3.1,10.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,30.325327272608693
2020-01-08 13:00:00,9.49666,41.49164,56.05298,17.0,280.7,2.2,9.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,28.312951330869563
2020-01-08 14:00:00,11.11011,43.49974,60.535,18.0,293.6,2.6,8.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,30.576877127608697
2020-01-08 15:00:00,4.6563,40.28137,47.42093,20.0,287.4,1.8,7.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,23.952774609782608
2020-01-08 16:00:00,6.77172,49.65385,60.037,19.0,285.4,1.5,7.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,30.325288547608693
2020-01-08 17:00:00,9.17397,62.90254,76.96909,15.0,321.1,0.6,7.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,38.8778596976087
2020-01-08 18:00:00,9.13811,64.28552,78.2971,22.0,101.2,1.3,6.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,39.54864135152174
2020-01-08 19:00:00,12.25745,65.5893,84.3838,23.0,136.8,1.8,6.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,42.62312079673913
2020-01-08 20:00:00,17.52806,68.57455,95.45053,22.0,103.1,2.1,7.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,48.21308397543478
2020-01-08 21:00:00,10.67985,53.84284,70.21839,19.0,104.1,2.9,7.1,London Westminster,HORS,51.49467,-0.131931,Urban Background,35.468030507608695
2020-01-08 22:00:00,2.68431,29.08431,33.20018,13.0,118.2,3.6,7.3,London Westminster,HORS,51.49467,-0.131931,Urban Background,16.769735983043475
2020-01-08 23:00:00,1.21427,23.59162,25.45347,7.0,150.5,3.4,8.5,London Westminster,HORS,51.49467,-0.131931,Urban Background,12.856784521521739
2020-01-09 00:00:00,0.86057,14.17651,15.49603,4.0,205.6,6.1,11.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,7.82718994
2020-01-09 01:00:00,0.4781,8.85971,9.59278,3.0,213.4,7.3,11.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,4.8454050119565215
2020-01-09 02:00:00,0.251,8.47001,8.85488,2.0,219.7,7.2,11.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,4.472675203260869
2020-01-09 03:00:00,0.39443,7.19858,7.80336,0.0,221.7,7.3,11.9,London Westminster,HORS,51.49467,-0.131931,Urban Background,3.9415513893478256
2020-01-09 04:00:00,0.39443,6.81118,7.41596,2.0,226.9,7.2,12.2,London Westminster,HORS,51.49467,-0.131931,Urban Background,3.7458722806521743
2020-01-09 05:00:00,0.39443,8.80352,9.40831,3.0,225.1,6.5,12.4,London Westminster,HORS,51.49467,-0.131931,Urban Background,4.752220539347826
2020-01-09 06:00:00,0.93229,15.83752,17.26701,4.0,228.1,5.9,11.6,London Westminster,HORS,51.49467,-0.131931,Urban Background,8.721727674565217
2020-01-09 07:00:00,1.29086,21.04339,23.02268,7.0,233.5,5.4,11.0,London Westminster,HORS,51.49467,-0.131931,Urban Background,11.628970344999999
