date,O3,NO,NO2,NOXasNO2,SO2,CO,PM10,PM2.5,wd,ws,temp,site,code,latitude,longitude,location_type,Ox,NOx
2020-01-01 00:00:00,1.1309,12.08422,46.22164,64.75051,,0.213586,41.85,35.189,92.7,2.1,2.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,23.89437857255435,32.706180681304346
2020-01-01 01:00:00,1.19742,18.95739,45.01138,74.07898,,0.236887,43.0,36.25,98.3,2.1,1.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,23.31526556005435,37.41813799630435
2020-01-01 02:00:00,1.49678,12.43237,41.43513,60.49783,,0.203878,46.025,39.623,116.6,2.3,1.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,21.653779537228264,30.558115033478263
2020-01-01 03:00:00,1.59656,8.92839,39.81147,53.50148,,0.203878,48.525,41.179,131.1,1.8,0.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,20.881954508695653,27.024157738695653
2020-01-01 04:00:00,5.78753,2.62798,33.6273,37.65681,,0.168928,45.4,40.118,108.8,1.7,0.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,19.78696788192935,19.020812151304348
2020-01-01 05:00:00,6.08689,4.2452,36.80641,43.31562,,0.160189,43.85,39.387,84.3,1.1,0.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,21.53767293736413,21.879145146739127
2020-01-01 06:00:00,2.74409,5.76134,39.36885,48.20278,,0.157278,43.575,39.293,86.9,1.2,-0.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,21.21385953845109,24.347706302826086
2020-01-01 07:00:00,1.19742,10.27608,44.7414,60.49783,,0.177665,42.075,37.995,143.0,1.3,0.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,23.178896314402174,30.558094155652174
2020-01-01 08:00:00,2.24516,15.59942,47.89668,71.81545,,0.233003,41.775,37.194,167.6,1.1,1.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,25.279827323369567,36.27478035086956
2020-01-01 09:00:00,2.24516,53.16606,46.93485,128.455,,0.329117,37.625,33.821,185.7,0.6,1.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,24.793998626630433,64.88431433413044
2020-01-01 10:00:00,2.34495,64.08228,48.76806,147.02619,,0.361155,37.375,33.255,225.7,0.1,2.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,25.768273535461955,74.26489703608695
2020-01-01 11:00:00,3.24301,56.23203,50.31042,136.53167,,0.35533,39.45,35.142,129.8,0.6,2.6,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,26.982050152038042,68.96393785891304
2020-01-01 12:00:00,8.93076,9.66962,41.4529,56.27944,,0.19514,39.8,35.354,123.2,0.7,3.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,25.2612662625,28.42734094
2020-01-01 13:00:00,11.47528,5.5255,39.11314,47.58545,,0.180578,40.45,36.014,121.3,0.6,3.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,25.311139853260872,24.03588687826087
2020-01-01 14:00:00,11.72474,3.60505,36.1932,41.72087,,0.168928,41.475,36.651,107.4,1.0,3.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,23.95700699972826,21.07361126847826
2020-01-01 15:00:00,17.36259,3.13336,35.99046,40.79488,,0.142715,34.1,29.811,117.7,1.5,3.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,26.58367302839674,20.605881626521736
2020-01-01 16:00:00,21.50367,1.78568,34.1986,36.9366,,0.107764,26.775,23.797,127.9,1.5,3.6,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,27.683130498505435,18.657019399130434
2020-01-01 17:00:00,23.00044,0.97707,33.74081,35.23896,,0.101939,26.7,23.679,133.6,1.5,3.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,28.176427016847825,17.799517244347825
2020-01-01 18:00:00,14.91786,2.18998,41.19235,44.55027,,0.148539,34.975,30.071,142.1,1.4,3.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,28.027790785597826,22.502753689347823
2020-01-01 19:00:00,15.71614,2.32475,42.06602,45.63059,,0.145627,31.35,27.618,152.9,1.6,4.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,28.85550651222826,23.048431368478262
2020-01-01 20:00:00,26.04389,1.41507,35.79574,37.96548,,0.093201,23.55,20.778,166.5,1.8,4.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,30.68761004442935,19.17671125630435
2020-01-01 21:00:00,21.40388,1.24661,38.93489,40.84632,,0.122327,23.95,21.344,175.4,1.9,4.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,30.027167165760872,20.63185094826087
2020-01-01 22:00:00,26.49292,1.21291,32.40175,34.26153,,0.093201,22.65,20.0,183.0,1.9,5.1,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,29.190634766847825,17.305804474347823
2020-01-01 23:00:00,26.39313,0.97707,29.67675,31.1749,,0.093201,20.65,18.609,190.8,2.0,5.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,27.765908974320652,15.74672519869565
2020-01-02 00:00:00,33.19514,0.6291,20.54016,21.50476,,0.209556,15.525,14.387,195.3,1.3,3.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,26.44353588233696,10.862251376086958
2020-01-02 01:00:00,35.0578,0.53923,15.67844,16.50525,,0.190152,12.625,11.745,196.1,2.1,2.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,24.88948269076087,8.33695001326087
2020-01-02 02:00:00,32.23056,0.43812,14.94314,15.61492,,0.209556,12.275,11.344,194.6,1.6,3.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,23.149515404347824,7.887233894347826
2020-01-02 03:00:00,32.23056,0.57293,15.14736,16.02584,,0.203735,12.375,11.297,209.2,1.9,4.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,23.252668702173914,8.094797537173914
2020-01-02 04:00:00,34.32604,0.53923,13.3499,14.17671,,0.189183,12.675,11.509,212.2,2.1,4.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,23.359099313586956,7.160784211086956
2020-01-02 05:00:00,30.78367,0.60663,17.66393,18.59408,,0.192093,13.15,11.769,213.9,2.5,5.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,23.823424901766305,9.392039577391305
2020-01-02 06:00:00,23.69894,1.38177,26.23473,28.35341,,0.197914,11.5,10.377,212.8,3.0,5.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,24.723158394836958,14.321571116086956
2020-01-02 07:00:00,23.79872,2.0558,35.26874,38.42092,,0.197914,8.4,7.288,218.6,4.0,6.1,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,29.334615158695648,19.40676435869565
2020-01-02 08:00:00,31.73163,1.75249,29.15911,31.84622,,0.189183,7.3,5.637,216.0,4.1,6.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,30.088612165353258,16.085823523478258
2020-01-02 09:00:00,32.18066,2.42652,27.71469,31.4353,,0.200825,6.25,4.552,208.8,3.4,7.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,29.57638164755435,15.878270656304348
2020-01-02 10:00:00,38.86626,2.56133,23.34743,27.27475,,0.192093,4.95,3.325,221.2,4.2,8.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,30.60668889538043,13.776739999130433
2020-01-02 11:00:00,44.25465,2.22431,19.70363,23.11419,,0.165899,5.225,3.113,218.6,4.8,8.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,31.374491364538045,11.675202943913044
2020-01-02 12:00:00,47.14841,1.78619,18.11535,20.85414,,0.148436,6.075,3.491,216.9,5.0,8.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,31.972998025407605,10.533624964782607
2020-01-02 13:00:00,46.84906,1.17956,14.73086,16.53949,,0.148436,9.925,5.142,223.4,5.2,8.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,30.118558586684784,8.354254700434783
2020-01-02 15:00:00,55.63014,0.67403,15.60871,16.64222,1.38666,0.097016,11.525,5.472,225.5,6.0,8.6,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,34.812559792663045,8.406131383913044
2020-01-02 16:00:00,57.2267,0.60663,16.37981,17.30996,0.73411,0.107689,10.05,5.259,230.9,5.7,8.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,35.97488393288043,8.743419399130435
2020-01-02 17:00:00,58.02498,0.50553,17.97305,18.74818,0.73411,0.130973,7.425,4.41,231.0,6.1,8.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.16606072364131,9.469876827391305
2020-01-02 18:00:00,58.82326,0.40442,18.64173,19.26183,0.57098,0.145525,7.05,4.08,229.4,6.0,9.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.890234218749995,9.729323214999999
2020-01-02 19:00:00,62.36563,0.43812,15.19997,15.87175,0.97882,0.136794,7.1,4.41,232.2,5.7,9.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.86649979252717,8.016960960652174
2020-01-02 20:00:00,64.86025,0.33702,12.52993,13.04668,0.73411,0.130973,8.5,5.165,238.5,5.8,9.6,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.72539136453804,6.589998588913043
2020-01-02 21:00:00,67.50455,0.33702,9.24257,9.75933,0.89725,0.119331,8.0,5.0,241.7,5.6,10.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.344923711548915,4.929524467173914
2020-01-02 22:00:00,65.95789,0.30332,9.19152,9.6566,0.89725,0.122241,11.025,6.297,236.2,5.6,10.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.570457806385875,4.877638018260869
2020-01-02 23:00:00,67.35488,0.30332,7.03419,7.49927,0.73411,0.119331,10.975,6.226,248.9,5.4,10.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.15700213586956,3.7879518758695654
2020-01-03 00:00:00,66.989,0.22466,6.09873,6.4432,3.91473,0.116455,9.1,5.825,224.6,5.5,10.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,35.50738436793478,3.2545207254347823
2020-01-03 01:00:00,63.26369,0.26959,7.33218,7.74555,4.40407,0.116455,7.225,4.811,225.0,5.6,10.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,34.32712781671195,3.9123453310869567
2020-01-03 02:00:00,64.81036,0.2022,6.06463,6.37466,4.48563,0.113543,8.45,5.259,234.8,5.5,10.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,34.43556223641304,3.2199012489130436
2020-01-03 03:00:00,66.45681,0.2022,4.83082,5.14085,4.81186,0.113543,4.625,3.09,252.4,4.8,10.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,34.60933877975543,2.5966930891304347
2020-01-03 04:00:00,69.89939,0.26959,6.98946,7.40283,4.40407,0.113543,2.175,1.297,262.7,4.2,10.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.36611049578804,3.7392344789130436
2020-01-03 05:00:00,68.95144,0.23589,8.12071,8.4824,4.64874,0.110632,1.85,0.967,262.3,3.7,9.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.47864766086957,4.284538040869566
2020-01-03 06:00:00,59.27229,0.50549,14.49326,15.26833,4.07785,0.131011,1.525,0.92,256.2,3.4,9.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.01216453247282,7.712173659347826
2020-01-03 07:00:00,52.33723,0.47179,20.14846,20.87186,4.24096,0.154302,2.35,1.321,272.9,3.9,9.6,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,35.511652746875,10.542563705
2020-01-10 12:00:00,55.72992,3.60385,18.46945,23.99528,3.50354,0.099191,5.675,3.09,311.9,2.4,6.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.305844198913036,12.120261623913043
2020-01-10 13:00:00,51.98799,3.26704,21.31301,26.32241,2.60729,0.105026,7.2,3.986,302.5,2.4,6.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,35.93082309089674,13.295709161521739
2020-01-10 14:00:00,52.5368,2.69447,21.51867,25.65013,2.28137,0.105026,8.6,4.693,300.3,2.1,5.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.300362085869565,12.956134350869565
2020-01-10 15:00:00,46.20046,2.86287,27.10413,31.49381,2.03694,0.180877,7.825,4.198,267.3,1.7,4.1,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.054441919836954,15.907824566086957
2020-01-10 16:00:00,36.6211,1.78509,36.04838,38.78548,2.36285,0.151703,8.35,3.892,251.1,2.1,2.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,35.93525142092391,19.590902407173914
2020-01-10 17:00:00,19.15872,3.60385,53.68666,59.21249,2.36285,0.224638,8.775,5.519,255.7,2.1,2.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.39161670652174,29.90878063152174
2020-01-10 18:00:00,11.12603,5.65839,64.1372,72.81327,2.77024,0.277151,13.075,8.962,245.3,2.0,3.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.78195133165761,36.778680489782616
2020-01-10 19:00:00,14.46883,4.07538,58.18677,64.4356,2.28137,0.277151,14.35,10.542,231.8,2.4,4.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.39446152078805,32.54702530891305
2020-01-10 20:00:00,25.09593,1.98717,45.15047,48.19742,2.11842,0.224638,12.275,9.434,224.1,2.9,3.6,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,34.9538936254076,24.344958174782608
2020-01-10 21:00:00,32.82927,1.11147,35.47812,37.18234,1.79251,0.204216,11.725,9.08,226.3,2.9,3.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,33.8117254267663,18.781140432391304
2020-01-10 22:00:00,35.67314,0.90938,32.42657,33.82094,0.57034,0.186712,11.7,8.632,221.9,3.2,2.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,33.64697180842391,17.08325728717391
2020-01-10 23:00:00,49.74282,0.53889,20.32472,21.15101,0.57034,0.148786,9.4,6.344,215.6,3.2,3.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,34.34482661494565,10.683563113695651
2020-01-11 00:00:00,53.8839,0.35924,16.77073,17.32155,0.21724,0.11673,8.6,5.142,215.7,3.9,5.1,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,34.55421689918478,8.749272935434782
2020-01-11 01:00:00,56.14569,0.40414,15.32167,15.94134,0.86898,0.105056,9.125,5.236,222.0,4.5,5.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,34.91713181453804,8.052115178913043
2020-01-11 02:00:00,60.22025,0.33678,12.94059,13.45698,1.05906,0.090465,9.475,5.071,224.3,4.5,5.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,35.686769301494564,6.7972406458695644
2020-01-11 03:00:00,69.05122,0.33678,8.02361,8.54001,1.22199,0.078792,10.375,5.236,222.0,4.6,6.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.47790136277174,4.313631291521738
2020-01-11 04:00:00,72.29423,0.33678,6.83319,7.34958,1.22199,0.084629,11.825,5.991,220.5,4.8,6.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.44642939741848,3.7123397980434785
2020-01-11 05:00:00,71.34628,0.33678,8.33416,8.85055,1.62933,0.081711,12.35,6.486,224.4,5.5,7.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.74571534945652,4.470492796956521
2020-01-11 06:00:00,71.59574,0.20207,9.05829,9.36813,1.79226,0.081711,13.9,6.863,227.6,6.0,7.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.23223394048913,4.73192426173913
2020-01-11 07:00:00,70.34843,0.37046,10.66337,11.2314,2.03666,0.093384,12.425,6.25,228.0,6.5,7.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.439197808831516,5.673082181956522
2020-01-11 08:00:00,67.05552,0.37046,13.51004,14.07807,2.36252,0.096301,13.325,6.297,225.3,6.3,7.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.283101332608695,7.110959952608694
2020-01-11 09:00:00,67.15531,0.7746,13.56322,14.75092,2.44399,0.09922,12.4,6.109,225.7,6.6,8.1,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.35826760991848,7.4508280630434784
2020-01-11 10:00:00,65.2095,0.94299,14.39193,15.83783,2.60692,0.113811,11.425,5.92,226.4,6.9,8.1,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.834962583967396,7.999834745217392
2020-01-11 11:00:00,61.56735,1.31345,16.51529,18.52922,3.01425,0.134239,8.5,4.929,228.3,6.9,8.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.14446194959239,9.359283615217391
2020-01-11 12:00:00,66.80606,1.31345,11.70183,13.71577,2.85132,0.131321,6.075,3.585,231.2,6.8,8.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.249004506793476,6.927963113043478
2020-01-11 13:00:00,66.40692,1.01035,12.21835,13.76752,3.09572,0.131321,6.55,3.915,232.0,6.7,8.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.316694544021736,6.9541109065217395
2020-01-11 14:00:00,66.30713,0.94299,12.78744,14.23334,3.25865,0.128402,11.4,6.014,231.6,6.6,8.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.55584225475543,7.189392894130434
2020-01-11 15:00:00,66.25724,0.63989,12.57935,13.56049,3.74745,0.122566,13.15,7.146,231.6,6.6,8.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.42658430815217,6.849533875652173
2020-01-11 16:00:00,66.75617,0.60621,14.02844,14.95795,3.25865,0.113811,14.3,7.901,229.6,6.4,8.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.40004557105978,7.555396675434782
2020-01-11 17:00:00,70.14886,0.33678,11.54313,12.05952,3.25865,0.113811,14.15,7.877,228.6,6.3,9.1,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.78696788179347,6.0913714480434775
2020-01-11 18:00:00,69.8495,0.40414,11.02579,11.64546,3.91038,0.11673,13.275,7.925,229.2,6.8,9.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.38074599918479,5.882228835434783
2020-01-11 19:00:00,72.34413,0.50517,9.73221,10.50679,3.25865,0.11673,12.175,6.981,226.3,6.9,9.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.93490432703805,5.307078063913044
2020-01-11 20:00:00,74.04047,0.40414,7.97209,8.59176,3.82892,0.102138,13.65,7.877,224.5,6.8,9.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.86698699089674,4.339778411521738
2020-01-11 21:00:00,73.49165,0.40414,8.02385,8.64352,4.39918,0.107975,14.175,7.736,227.7,6.8,9.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.6274682357337,4.365922837608695
2020-01-11 22:00:00,73.54155,0.37046,7.8167,8.38473,4.39918,0.105056,11.875,6.958,229.6,6.8,9.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.54698968817935,4.235204411304347
2020-01-11 23:00:00,74.38972,0.33678,6.16034,6.67673,4.31772,0.105056,11.775,6.533,228.7,6.9,9.6,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.12091513967391,3.3724774121739127
2020-01-12 00:00:00,74.17352,0.1347,5.11172,5.31826,0.54303,0.077842,11.525,6.061,223.2,7.1,9.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.486593746739125,2.6862993717391306
2020-01-12 01:00:00,73.30871,0.1347,4.62824,4.83478,0.48873,0.085627,10.575,5.825,222.4,7.3,9.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.82376170394022,2.4420894195652174
2020-01-12 02:00:00,73.09251,0.1347,4.76638,4.97292,0.65164,0.087572,6.725,4.34,221.4,7.5,9.6,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.78888310665761,2.511865134782609
2020-01-12 03:00:00,73.24219,0.20205,3.88609,4.1959,1.05892,0.087572,3.975,2.689,227.4,7.7,9.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.416695447961956,2.119385576086956
2020-01-12 04:00:00,73.09251,0.23573,3.88626,4.2477,1.38474,0.096331,2.375,1.675,231.8,7.2,10.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.344326841440214,2.1455566045652175
2020-01-12 05:00:00,71.39617,0.23573,5.38849,5.74994,1.05892,0.099249,1.45,1.038,240.9,7.3,10.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.28198169605978,2.9043460404347825
2020-01-12 06:00:00,69.50025,0.23573,6.42452,6.78596,1.05892,0.108006,1.65,1.132,243.9,6.3,10.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.887545683016306,3.4276538023913043
2020-01-12 07:00:00,70.14886,0.30308,8.08249,8.54721,0.65164,0.105088,2.15,1.321,244.6,5.6,9.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.038968525271734,4.317271441521738
2020-01-12 08:00:00,69.8495,0.37043,8.70443,9.27242,0.40728,0.108006,1.95,1.226,245.8,5.7,9.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.208206877445654,4.683581318695652
2020-01-12 09:00:00,67.35488,0.94292,12.07434,13.52012,0.48873,0.099249,2.3,1.226,252.6,6.7,9.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.70282572826086,6.829145668260868
2020-01-12 10:00:00,72.29423,0.97659,9.58804,11.08547,0.65164,0.087572,3.125,1.651,261.0,5.9,9.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,39.837928087635866,5.599371333260869
2020-01-12 11:00:00,70.09896,0.87557,8.44792,9.79044,0.97746,0.084654,3.3,1.958,265.4,5.5,9.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.19939567717391,4.945246817173913
2020-01-12 12:00:00,66.05767,1.48173,13.68283,15.95478,0.73309,0.090492,4.225,2.123,264.9,5.0,10.1,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.887357298505435,8.058916299130434
2020-01-12 13:00:00,70.548,0.94292,7.67123,9.11702,1.05892,0.072978,4.375,2.335,264.4,5.0,9.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.02444622934783,4.605096519347826
2020-01-12 14:00:00,65.25939,1.27968,13.42283,15.38497,1.30328,0.078815,4.425,2.288,258.1,4.3,9.3,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.36961162513587,7.771100313260869
2020-01-12 15:00:00,61.66713,0.94292,16.52924,17.97503,0.73309,0.075897,3.8,2.052,246.5,4.2,8.1,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.19980797214674,9.07935439652174
2020-01-12 16:00:00,52.5368,0.84189,26.11198,27.40286,1.22182,0.102168,5.15,2.524,252.4,4.1,7.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.62048290869565,13.84143196369565
2020-01-12 17:00:00,51.53895,0.57249,23.935,24.8128,0.48873,0.108006,4.225,2.547,247.7,2.7,6.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.03784961480978,12.533170135434782
2020-01-12 18:00:00,43.75572,0.84189,31.2921,32.58298,1.14037,0.148873,6.7,3.986,247.0,3.6,6.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.986415027717385,16.45795562021739
2020-01-12 19:00:00,36.87056,0.84189,34.45198,35.74286,1.05892,0.180984,8.75,6.415,248.0,3.4,5.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,35.24965013043477,18.05403848543478
2020-01-12 20:00:00,38.46712,0.90924,29.8938,31.28795,0.81455,0.186822,10.475,7.547,236.8,2.5,4.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,33.720108601086956,15.803824706086957
2020-01-12 21:00:00,40.86196,0.80822,26.68162,27.92087,1.14037,0.172226,10.35,6.698,234.7,2.7,4.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,33.256860788586955,14.103084666086955
2020-01-12 22:00:00,40.46282,0.57249,25.38543,26.26323,1.14037,0.172226,11.025,7.076,227.5,2.6,3.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,32.40893524211956,13.265794940869563
2020-01-12 23:00:00,44.45422,0.53881,21.34477,22.17093,1.6291,0.148873,12.1,6.698,212.6,2.3,3.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,32.300049802445656,11.198737278695653
2020-01-13 00:00:00,46.43329,0.44897,20.25692,20.94533,0.54296,0.136265,12.825,6.84,220.8,2.8,5.0,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,32.70856087975543,10.579673704130434
2020-01-13 01:00:00,55.41394,0.40408,15.62515,16.24473,0.65155,0.105118,14.8,7.146,209.2,2.4,4.4,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,34.71620946711956,8.205359095869564
2020-01-13 02:00:00,65.00993,0.40408,10.16416,10.78374,0.81444,0.084678,13.625,6.84,219.8,3.5,5.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.602874840625,5.44696556
2020-01-13 03:00:00,67.45466,0.23571,8.14114,8.50256,1.22166,0.078838,13.025,6.132,213.3,3.2,6.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.764431962771745,4.294718001521739
2020-01-13 04:00:00,64.01208,0.47142,10.68304,11.40587,1.46599,0.078838,9.6,5.094,208.7,3.2,7.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.381943875,5.761211189999999
2020-01-13 05:00:00,63.01423,0.5051,12.44597,13.22045,1.95465,0.084678,9.275,4.764,215.1,3.7,7.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.789393382201084,6.677767622826088
2020-01-13 06:00:00,56.77767,0.63979,21.05308,22.03407,1.8732,0.096359,6.85,3.774,208.8,4.3,7.8,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.11803466263587,11.129611133260871
2020-01-13 07:00:00,43.95529,1.3806,31.9452,34.06209,2.52476,0.122638,8.725,4.599,203.4,4.7,7.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.412905869972825,17.205073004347827
2020-01-13 08:00:00,32.77937,3.8724,40.72279,46.66039,2.6062,0.169357,13.1,6.816,197.8,4.5,6.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,36.43669913084239,23.568609140217394
2020-01-13 09:00:00,48.19616,3.43465,27.7588,33.02519,2.76909,0.137238,12.725,6.792,200.4,5.3,7.7,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.35116496086957,16.681347685869564
2020-01-13 10:00:00,58.12476,2.92956,19.25303,23.74496,2.85053,0.102198,11.475,5.613,199.5,6.1,7.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,37.86088950815218,11.993817090652174
2020-01-13 11:00:00,63.61294,2.15508,14.99684,18.30124,3.99074,0.093439,9.3,5.024,200.5,5.8,7.5,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.367673060054344,9.244143751304348
2020-01-13 12:00:00,64.41122,1.95304,14.42527,17.41988,4.56085,0.093439,9.475,4.906,205.7,6.1,7.6,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.46538549538043,8.798958794130435
2020-01-13 13:00:00,63.91229,1.64998,15.25286,17.78279,4.80518,0.108038,8.4,4.505,204.3,6.4,7.9,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.64189509769022,8.982261729565218
2020-01-13 14:00:00,62.96434,1.41427,15.92535,18.09386,6.02683,0.108038,7.175,4.009,202.8,7.2,8.2,London N. Kensington,KC1,51.52105,-0.213492,Urban Background,38.52270859755435,9.139384881304348
