date,u10,v10,d2m,t2m,blh,sp,ssrd,tcc,tp,rh2m,lat,lon
2020-01-01 00:00:00,-2.7205276293234544,1.5450097925723059,277.183464819717,278.39472512461185,384.20905274436626,102252.30331200025,-1.1641532182693481e-10,0.6509576237412885,8.122856422005742e-06,91.88412991613598,51.52253,-0.154611
2020-01-01 01:00:00,-2.3087886837923532,1.282742071804417,276.69542991860897,277.7728991650881,353.2202633658983,102211.16863581611,-1.1641532182693481e-10,0.6036987625226297,2.2337855160516496e-06,92.71587679158134,51.52253,-0.154611
2020-01-01 02:00:00,-2.216470534570134,0.7587295968105479,276.5056623933538,277.4634189640348,255.9118463434363,102174.85596712725,-1.1641532182693481e-10,0.710378355283251,4.975249558478428e-06,93.48555953894173,51.52253,-0.154611
2020-01-01 03:00:00,-1.9286225452952523,0.5090130730484996,276.41281568325724,277.305813306091,191.3755602066268,102166.78648519638,-1.1641532182693481e-10,0.837765172672132,4.873713853203402e-06,93.9063625606443,51.52253,-0.154611
2020-01-01 04:00:00,-1.7000428078210357,0.6070692996566338,276.553050668022,277.4789407333778,151.78020964131156,102142.57803940382,-1.1641532182693481e-10,0.8191027292525583,2.995303305614559e-06,93.69687787640454,51.52253,-0.154611
2020-01-01 05:00:00,-1.5238997791050402,0.7234293552316196,276.2622882225464,277.3184695180168,129.52720909513903,102131.06426640491,-1.1641532182693481e-10,0.9681733831902655,1.5078052233348039e-05,92.8297815642305,51.52253,-0.154611
2020-01-01 06:00:00,-1.0713562116177182,1.1276824921280872,276.1567903440995,277.12480559590705,133.61080269130082,102131.16267472113,-1.1641532182693481e-10,0.982059583935819,6.193678021779387e-06,93.4004155880981,51.52253,-0.154611
2020-01-01 07:00:00,-0.33576519861507004,1.0667568899955668,275.879536773303,277.09997076495836,124.59071303901942,102156.05997872732,-1.1641532182693481e-10,0.9826394472636555,2.2947069392166e-05,91.74262089281248,51.52253,-0.154611
2020-01-01 08:00:00,-0.2947759403604042,1.093428183632979,275.71914568981055,277.13435745396424,170.51821823129433,102146.90800531794,-1.1641532182693481e-10,0.9925734216431669,1.1321231138170353e-05,90.48474120014352,51.52253,-0.154611
2020-01-01 09:00:00,-0.35127464768440264,1.2147564213561104,276.062013794763,277.20193684971895,171.52619386579,102157.53610347077,35219.46951917349,1.0000048279762268,4.670642442653351e-06,92.27425959171964,51.52253,-0.154611
2020-01-01 10:00:00,0.6452074550202389,1.2249542689233563,276.6311019439462,277.4643741498405,212.28459324013852,102189.22358129683,144980.5999420139,0.9901624109642686,1.015357052750257e-07,94.31049737982389,51.52253,-0.154611
2020-01-01 11:00:00,0.690258711840682,0.9289552062022688,276.81079141983747,277.76048174961375,210.60463384931256,102183.12226569056,240693.01609875937,1.0000048279762268,0.0,93.55379821852662,51.52253,-0.154611
2020-01-01 12:00:00,0.7122304313555703,0.9446442024595703,276.94781000586914,277.91426666433466,218.43582916347088,102133.3276576782,252930.13889185595,1.0000048279762268,0.0,93.45124174121325,51.52253,-0.154611
2020-01-01 13:00:00,0.9631511609415642,1.0335485145842784,277.00120222483923,278.09861752483863,251.23380557821304,102081.1712500763,305803.74492240546,1.0000048279762268,1.015357052750257e-07,92.60431589989162,51.52253,-0.154611
2020-01-01 14:00:00,1.1957928969815583,1.0230891837460776,277.1191368450543,278.26338707632533,270.6437979245261,102042.69359843037,187997.01707536657,1.0000048279762268,0.0,92.30957712737178,51.52253,-0.154611
2020-01-01 15:00:00,0.5438421271742415,1.1190535441865714,277.3277739095438,278.4582449806922,239.1380979642655,102019.86286906501,125958.88947553135,1.0000048279762268,5.076785263751285e-08,92.41044311520471,51.52253,-0.154611
2020-01-01 16:00:00,-0.27760476460507144,1.3742612166386752,277.4165465145784,278.49836278453245,222.1058942941985,102004.51117173313,26356.879862054135,1.0000048279762268,1.523035579127554e-07,92.72854341884307,51.52253,-0.154611
2020-01-01 17:00:00,-0.21538233202929513,1.707652387106331,277.56964709427575,278.57692681705294,220.58100807791027,102038.06840756757,-1.1641532182693481e-10,0.9988451013205543,4.822946000565889e-06,93.21823913708654,51.52253,-0.154611
2020-01-01 18:00:00,-0.334472744525959,2.1576650964199278,277.7293948980216,278.6834300343907,225.75011389583653,102043.57927327644,-1.1641532182693481e-10,0.9926954981332377,6.904427958704783e-06,93.57159198626137,51.52253,-0.154611
2020-01-01 19:00:00,-0.479781511401733,2.61055412171403,277.9054391220153,278.7894556588256,232.78009780821628,102029.50688405555,-1.1641532182693481e-10,0.9848368240849299,5.3306245269412345e-06,94.03556748620998,51.52253,-0.154611
2020-01-01 20:00:00,-0.3503514661921807,2.782610114002436,278.02466030172366,278.90957027389493,236.47600846803346,102009.23477091217,-1.1641532182693481e-10,0.9484732896050899,2.0307141055013814e-06,94.03528977426899,51.52253,-0.154611
2020-01-01 21:00:00,0.044585576180476316,2.880927823881525,278.18355039914064,279.06908630345015,245.98716317301785,101966.0335200872,-1.1641532182693481e-10,0.9580257749531301,3.401446126714879e-06,94.03859790224972,51.52253,-0.154611
2020-01-01 22:00:00,-0.16885398482129643,2.8092814076398485,278.25323903835863,278.97977643061535,225.15566672677494,101937.19988343182,-1.1641532182693481e-10,0.9108279519795066,7.4628743377178584e-06,95.08178794640078,51.52253,-0.154611
2020-01-01 23:00:00,-0.4136817165586235,3.063181663737177,278.25152362570094,278.90407795551204,235.80402471170305,101909.2519216225,-1.1641532182693481e-10,0.852734802267064,3.0968390108898017e-06,95.56999650355432,51.52253,-0.154611
