date,O3,NO,NO2,NOXasNO2,SO2,PM2.5,NV2.5,V2.5,wd,ws,temp,AT2.5,AP2.5,site,code,latitude,longitude,location_type,Ox,NOx
2015-01-01 02:00:00,35.48105,5.41983,26.29018,34.60047,,6.8,2.6,4.2,220.7,5.5,8.6,9.5,1010.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,29.359997942028983,16.84898100869565
2015-01-01 03:00:00,33.5572,4.39237,25.17854,31.91341,,6.3,3.9,2.4,223.8,6.3,9.4,9.6,1010.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,27.92088092753623,15.54049052753623
2015-01-01 04:00:00,32.00754,2.72785,26.66694,30.84958,,5.1,3.0,2.1,223.0,6.9,10.0,9.7,1009.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,27.922492347826086,15.022435014492753
2015-01-01 05:00:00,33.77124,2.23173,22.22086,25.6428,,6.8,4.1,2.7,219.8,6.6,9.8,9.8,1008.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,26.58050469565217,12.486951095652172
2015-01-01 06:00:00,42.16016,1.34584,16.46854,18.53213,,7.1,4.8,2.3,216.9,6.2,9.4,10.1,1008.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,27.69420428985507,9.024356823188405
2015-01-01 07:00:00,37.67133,3.64866,23.46351,29.05805,,4.8,4.4,0.4,218.6,7.1,9.6,10.4,1008.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,29.0056632173913,14.150042017391304
2015-01-01 08:00:00,37.93826,3.86102,23.1379,29.05805,,6.0,3.9,2.1,222.1,7.6,10.2,10.5,1007.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,28.97167263768116,14.150046237681158
2015-01-01 09:00:00,40.34357,2.72722,22.07694,26.25863,,5.2,3.0,2.2,220.4,8.1,10.7,11.2,1007.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,29.577509246376806,12.786834179710143
2015-01-01 10:00:00,46.32768,2.26697,22.16683,25.6428,,4.4,0.8,3.6,213.5,7.9,10.9,11.9,1007.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,32.413866434782605,12.486953368115943
2015-01-01 11:00:00,53.64891,1.94828,19.46399,22.45132,,4.5,-0.6,5.1,209.4,7.6,10.8,11.9,1005.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,34.51427486956521,10.93283260289855
2015-01-01 12:00:00,52.41906,2.51487,22.06643,25.9225,,8.2,4.1,4.1,207.3,8.7,11.1,10.9,1004.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,35.20762,12.6231616
2015-01-01 13:00:00,48.14427,3.08208,26.34756,31.07334,,2.9,0.5,2.4,214.6,8.7,11.6,11.1,1002.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,35.29744217391304,15.131402573913043
2015-01-01 14:00:00,53.38148,2.62151,19.88761,23.90721,,4.1,2.5,1.6,216.6,8.0,11.8,11.0,1001.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,34.595758724637676,11.64179552463768
2015-01-01 15:00:00,49.26685,2.79863,23.03128,27.32245,,2.9,1.4,1.5,212.6,8.3,12.1,11.2,1000.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,34.20642866666667,13.304875733333333
2015-01-01 16:00:00,50.12151,2.51518,21.28182,25.13838,,-0.4,-1.0,0.6,212.7,8.9,12.3,11.2,999.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,33.75335904347826,12.241322110144926
2015-01-01 17:00:00,49.90797,2.47963,20.83286,24.63491,,-1.0,-0.6,-0.4,212.8,9.2,12.2,11.3,999.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,33.43508304347826,11.996154110144927
2015-01-01 18:00:00,50.8694,2.01907,18.85151,21.94737,,2.8,0.4,2.4,218.2,8.9,12.2,11.6,998.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,32.918919072463765,10.687438005797102
2015-01-01 19:00:00,53.91583,1.09794,13.7131,15.39658,,2.5,1.0,1.5,220.2,8.6,12.4,11.9,998.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,31.83840414492753,7.497478678260869
2015-01-01 20:00:00,54.50357,0.8859,12.863,14.22135,,3.9,2.5,1.4,229.6,8.2,13.0,11.9,998.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,31.69872107246377,6.925193739130434
2015-01-01 21:00:00,51.51151,1.91274,15.99089,18.92371,,3.6,2.6,1.0,241.4,7.9,13.1,12.0,998.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,31.825572840579706,9.215047373913043
2015-01-01 22:00:00,56.42742,0.60182,10.10661,11.02939,,0.5,0.5,0.0,240.7,6.5,12.9,12.1,998.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,31.25427565217391,5.370838585507246
2015-01-01 23:00:00,58.72497,2.01907,11.01313,14.10899,,3.5,5.1,-1.6,253.9,5.3,12.1,10.4,1000.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,32.76790147826087,6.8704877449275354
2015-01-02 00:00:00,67.96157,1.08598,7.13618,8.80133,,4.6,5.6,-1.0,273.5,6.5,9.8,8.8,1002.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,35.19040872463768,4.285874457971015
2015-01-02 01:00:00,70.95645,0.42533,5.09108,5.74324,,5.8,6.1,-0.3,277.0,5.4,8.5,7.6,1003.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,35.59214460869565,2.7967143420289853
2015-01-02 02:00:00,71.82973,0.28376,4.82333,5.25842,,3.9,3.8,0.1,276.2,5.0,7.8,6.7,1004.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,35.86929266666666,2.5606261333333333
2015-01-02 03:00:00,73.86235,0.31869,5.10542,5.59406,,3.6,4.5,-0.9,273.5,4.5,7.2,5.7,1005.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,36.95521423188406,2.724072765217391
2015-01-02 04:00:00,71.08135,0.95668,7.25985,8.72674,,5.4,5.1,0.3,258.6,4.4,6.3,5.5,1007.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,36.70652797101449,4.2495523710144925
2015-01-02 05:00:00,64.34187,1.98383,13.01313,16.05496,,4.7,5.4,-0.7,244.0,4.5,5.6,5.8,1008.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,36.36303452173913,7.818088255072463
2015-01-02 06:00:00,58.245,3.08208,19.10492,23.83071,,4.3,6.5,-2.2,235.6,4.7,5.2,5.8,1009.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,36.48426539130435,11.604551791304347
2015-01-02 08:00:00,43.42992,10.27276,37.3363,53.08765,,6.9,7.6,-0.7,220.8,4.5,4.5,6.2,1011.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.448450782608695,25.851482249275364
2015-01-02 09:00:00,42.78781,16.1173,39.39511,64.10796,,4.5,6.6,-2.1,227.2,4.4,5.1,6.5,1012.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,39.1513504057971,31.217956405797104
2015-01-02 10:00:00,41.45019,12.64638,37.3889,56.77973,,6.5,6.9,-0.4,256.1,4.8,6.4,7.4,1013.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.55019069565218,27.64939909565217
2015-01-02 11:00:00,44.49912,14.13378,38.24092,59.91241,,5.0,7.8,-2.8,276.4,6.2,7.3,7.4,1014.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,39.387921391304346,29.17488779130435
2015-01-02 12:00:00,49.04582,9.95377,32.17542,47.43765,,8.4,8.3,0.1,282.9,6.6,7.5,7.6,1014.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.55607994202899,23.10017887536232
2015-01-02 13:00:00,50.38244,15.30281,31.63753,55.10152,,6.4,8.7,-2.3,280.7,5.7,7.1,8.0,1015.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.917906898550726,26.832199698550724
2015-01-02 14:00:00,48.61775,6.6952,31.91341,42.17923,,9.3,8.8,0.5,228.0,2.8,6.2,7.3,1016.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.22872646376811,20.539525797101447
2015-01-02 15:00:00,41.772,8.89138,42.30737,55.94063,,9.9,8.4,1.5,223.1,3.9,5.4,6.9,1016.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,40.09544973913043,27.2407468057971
2015-01-02 16:00:00,26.47496,11.26499,56.28918,73.56192,,12.6,11.3,1.3,247.3,4.3,4.5,6.6,1016.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,39.76536463768116,35.82157583768115
2015-01-02 17:00:00,15.02962,26.99251,73.51411,114.90204,,12.1,11.1,1.0,258.2,5.6,4.3,6.1,1016.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,42.81199797101449,55.95258277101449
2015-01-02 18:00:00,16.74093,30.60594,64.9528,111.88125,,11.9,12.3,-0.4,269.2,6.2,4.2,5.9,1016.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,39.441623565217384,54.48162476521739
2015-01-02 19:00:00,10.1621,31.03095,69.05607,116.6362,,11.1,10.7,0.4,265.7,5.6,4.1,5.6,1016.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.36961698550725,56.79707965217391
2015-01-02 20:00:00,12.51504,26.21326,59.99656,100.18966,,11.8,11.5,0.3,252.1,4.7,3.8,5.5,,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,35.05606817391304,48.78828364057971
2015-01-02 21:00:00,10.00145,26.31959,63.74936,104.1055,,12.6,10.8,1.8,251.6,4.9,3.6,5.8,1015.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,35.710509942028985,50.69512714202899
2015-01-02 22:00:00,4.59959,42.79175,70.60233,136.21542,,10.7,9.1,1.6,239.4,5.0,3.6,5.8,1014.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,36.52674037681159,66.33143837681158
2015-01-02 23:00:00,15.67074,20.68741,53.92485,85.6451,,7.1,4.1,3.0,244.6,5.7,4.3,5.2,1013.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,33.572069391304346,41.70565685797101
2015-01-03 00:00:00,30.09383,4.53019,33.55481,40.50101,,5.7,4.0,1.7,210.9,3.6,2.8,5.1,1012.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,30.38352089855072,19.722275431884057
2015-01-03 01:00:00,34.51497,6.08766,34.89611,44.23039,,7.5,5.2,2.3,228.4,4.9,3.6,5.7,1011.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,33.09987434782609,21.538341147826088
2015-01-03 02:00:00,40.27373,2.0172,22.6397,25.73269,,5.4,2.1,3.3,238.5,5.8,4.7,6.0,1010.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,29.818956898550724,12.530725565217391
2015-01-03 03:00:00,50.38294,1.52171,15.17617,17.50942,,5.8,2.8,3.0,238.9,5.6,4.8,6.5,1009.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,30.902173623188403,8.526345089855074
2015-01-03 04:00:00,51.98699,0.91988,11.67964,13.09011,,3.5,2.2,1.3,235.5,5.1,4.7,5.9,1009.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,29.948072202898548,6.37432060289855
2015-01-03 05:00:00,42.30635,3.53921,22.15201,27.57873,,0.7,-0.4,1.1,231.1,4.7,4.5,5.8,1007.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,30.53002907246377,13.429675872463768
2015-01-03 06:00:00,39.04388,3.00818,27.88903,32.5015,,1.2,-1.2,2.4,219.2,3.7,4.1,5.6,1006.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,31.801222376811594,15.826852776811595
2015-01-03 07:00:00,26.90303,6.6188,41.20481,51.35349,,1.8,-0.1,1.9,200.2,2.3,3.9,5.5,1006.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,32.61969828985507,25.006988289855073
2015-01-03 08:00:00,20.27082,16.13882,57.26312,82.00896,,2.2,-0.3,2.5,161.1,1.7,3.4,5.6,1005.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.34436573913043,39.93496867246377
2015-01-03 09:00:00,12.40876,26.89803,67.16987,108.41293,,4.5,2.0,2.5,181.4,1.5,3.6,5.5,1004.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.49956092753623,52.792668660869566
2015-01-03 10:00:00,10.26887,35.42737,75.74074,130.06195,,6.0,6.1,-0.1,180.5,1.3,3.6,5.2,1005.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,41.67458663768116,63.334883571014494
2015-01-03 11:00:00,6.89914,48.31011,76.01423,150.0887,,8.3,6.1,2.2,253.4,1.2,3.3,4.8,1005.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,40.23522371014492,73.08717384347825
2015-01-03 12:00:00,13.15765,23.8543,69.31952,105.8956,,11.5,9.4,2.1,322.9,1.6,3.2,5.4,1005.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,39.895829014492755,51.56680301449275
2015-01-03 13:00:00,22.08891,16.38609,58.28248,83.40747,,11.6,11.3,0.3,301.4,0.4,3.2,5.6,1006.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.689191739130436,40.61598093913043
2015-01-03 14:00:00,26.47496,10.12184,51.60881,67.12875,,11.1,9.7,1.4,278.8,1.2,3.4,5.6,1007.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.48622794202898,32.68888714202898
2015-01-03 15:00:00,15.0835,15.25417,62.92699,86.31638,,8.5,8.6,-0.1,257.9,1.2,3.6,5.8,1008.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.68167484057971,42.03248844057971
2015-01-03 16:00:00,10.00145,20.35064,72.90163,104.1055,,10.4,11.3,-0.9,241.1,0.9,3.6,5.5,1009.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,40.16726750724638,50.69506870724638
2015-01-03 17:00:00,19.62871,12.21044,57.35683,76.07925,,12.3,14.1,-1.8,336.6,1.5,3.5,5.7,1011.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.090347101449275,37.04741096811594
2015-01-03 18:00:00,8.7716,18.36805,69.73214,97.89609,,18.1,17.5,0.6,349.2,1.2,3.4,5.0,1012.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.049933681159416,47.67133101449275
2015-01-03 19:00:00,8.12948,11.46674,65.76944,83.35153,,18.4,17.6,0.8,318.6,1.2,2.4,4.8,1013.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,35.82061507246377,40.588690272463765
2015-01-03 20:00:00,16.09881,10.72366,58.96524,75.40796,,14.9,12.6,2.3,296.3,1.2,1.9,4.1,1014.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,36.22628617391304,36.72050764057971
2015-01-03 21:00:00,19.20113,8.98992,50.43549,64.21984,,12.2,10.9,1.3,277.9,0.4,1.2,3.6,1015.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,33.52041811594203,31.272364382608693
2015-01-03 22:00:00,1.22985,86.60472,79.50263,212.29467,,21.2,19.6,1.6,208.6,1.6,0.1,3.3,1016.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,39.28825417391304,103.37918177391303
2015-01-03 23:00:00,1.39001,128.33158,83.65801,280.43035,,27.3,25.4,1.9,211.3,1.4,-1.0,2.8,1017.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,41.38648489855072,136.55872663188404
2015-01-04 00:00:00,1.14154,84.94155,79.69133,209.93321,,21.0,19.5,1.5,128.6,1.9,-3.0,3.4,1017.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,39.33893153623188,102.22923686956523
2015-01-04 01:00:00,1.14154,48.55781,75.26389,149.71815,,20.8,19.8,1.0,130.7,2.0,-3.6,3.1,1018.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.182960753623185,72.90674022028986
2015-01-04 02:00:00,1.60554,25.19951,67.72497,106.36369,,20.3,17.5,2.8,136.2,1.6,-3.8,3.3,1018.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,33.72836782608695,51.79474995942029
2015-01-04 03:00:00,9.63674,5.34468,47.92103,56.1161,,23.2,19.7,3.5,140.6,1.5,-3.9,3.2,1019.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,27.832603420289857,27.326152486956524
2015-01-04 04:00:00,13.81224,2.90184,36.57561,41.02504,,17.0,12.5,4.5,122.6,1.8,-4.1,2.0,1019.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,24.256443826086954,19.977439026086955
2015-01-04 05:00:00,11.99166,2.01751,34.35424,37.44771,,15.9,10.2,5.7,110.2,1.8,-4.1,0.8,1019.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,22.325129217391304,18.23542868405797
2015-01-04 06:00:00,9.68912,3.71571,40.13477,45.83211,,12.4,8.9,3.5,113.6,1.8,-4.1,0.1,1020.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,24.065477333333337,22.3182848
2015-01-04 07:00:00,2.67723,11.04266,48.74245,65.67429,,10.2,8.1,2.1,102.5,2.0,-4.0,0.4,1020.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,24.98482791304348,31.980640046376813
2015-01-04 08:00:00,1.17696,45.83329,55.25882,125.53554,,15.1,11.4,3.7,100.2,2.1,-3.8,0.5,1021.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,27.457890782608693,61.130832649275355
2015-01-04 09:00:00,1.44539,120.08568,59.56386,243.69266,,17.2,14.2,3.0,117.8,1.7,-2.0,1.4,1021.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,29.679525420289853,118.6689844869565
2015-01-04 10:00:00,2.30204,96.0895,61.92771,209.26288,,38.6,35.2,3.4,174.4,1.8,1.1,1.8,1021.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,31.230387594202895,101.90292892753622
2015-01-04 11:00:00,4.22939,65.12185,65.64608,165.49819,,18.3,14.4,3.9,189.4,2.0,2.9,3.8,1021.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,33.940502115942024,80.59110144927536
2015-01-04 12:00:00,6.69208,42.39947,65.38598,130.3976,,13.7,10.3,3.4,197.2,2.4,3.8,5.0,1020.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,34.96310005797101,63.49840032463768
2015-01-04 13:00:00,15.25713,27.25163,62.17585,103.96111,,9.0,5.4,3.6,199.9,2.6,3.8,5.2,1020.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.39692965217391,50.62481938550724
2015-01-04 14:00:00,13.06285,23.11091,64.94707,100.3833,,9.3,8.7,0.6,193.0,1.9,3.0,5.3,1020.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.722395971014485,48.88254543768116
2015-01-04 15:00:00,7.17354,39.17894,71.72162,131.79516,,10.9,8.3,2.6,143.7,2.4,1.1,4.7,1019.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.27296260869565,64.17891914202897
2015-01-04 16:00:00,6.58431,32.77312,59.63414,109.88556,,9.2,8.5,0.7,161.7,2.4,0.5,3.3,1019.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,32.111911391304346,53.50982965797101
2015-01-04 17:00:00,8.61893,28.6324,52.0659,95.96829,,17.1,13.6,3.5,175.5,2.9,1.0,2.8,1019.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,29.37599689855072,46.732688231884055
2015-01-04 18:00:00,8.35151,28.63208,53.91003,97.81194,,15.1,12.3,2.8,195.7,3.3,1.8,3.3,1019.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,30.149212028985506,47.6304604289855
2015-01-04 19:00:00,9.47558,19.99671,49.71257,80.37377,,20.4,13.6,6.8,190.9,3.3,1.9,3.6,1018.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,28.629797507246373,39.13873697391304
2015-01-04 20:00:00,7.97681,22.50971,56.08837,90.60278,,18.1,14.9,3.2,190.2,3.3,2.3,4.4,1018.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,31.03510889855072,44.119847698550714
2015-01-04 21:00:00,1.17746,35.14424,62.81702,116.7041,,24.0,19.9,4.1,185.4,3.2,3.0,4.0,1018.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,31.138638898550724,56.83019009855073
2015-01-04 22:00:00,1.07019,48.48692,62.1443,136.48987,,20.7,18.4,2.3,187.9,3.3,3.5,5.2,1017.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,30.760994173913044,66.46513910724639
2015-01-04 23:00:00,3.53339,19.96117,53.40035,84.00704,,13.8,10.1,3.7,194.2,3.4,3.9,5.6,1016.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,27.65256402898551,40.90798896231884
2015-01-05 00:00:00,1.49877,36.3509,58.58243,114.31969,,25.6,22.5,3.1,188.4,3.3,3.2,5.9,1016.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,29.226522347826084,55.66910168115942
2015-01-05 01:00:00,2.14072,35.73847,51.84533,106.64355,,22.2,16.7,5.5,208.0,3.4,3.9,5.4,1016.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,26.245424231884055,51.93114583188405
2015-01-05 02:00:00,1.391,35.67933,50.59471,105.30225,,23.4,18.8,4.6,215.6,3.3,4.2,6.0,1015.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,25.28655733333333,51.2779904
2015-01-05 03:00:00,16.32832,4.87975,27.28325,34.76543,,19.7,13.5,6.2,195.9,3.1,4.6,6.6,1014.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,20.905639188405797,16.929303188405797
2015-01-05 04:00:00,18.57648,2.22768,24.97773,28.39345,,20.2,12.9,7.3,189.9,3.1,5.2,5.9,1014.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,20.832092521739128,13.82640292173913
2015-01-05 05:00:00,12.09843,6.82491,34.92082,45.38554,,17.7,12.3,5.4,190.5,3.2,5.6,5.7,1013.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,22.65085504347826,22.10085384347826
2015-01-05 06:00:00,2.03412,89.71081,58.90883,196.46348,,12.6,9.1,3.5,183.4,2.9,5.9,5.0,1013.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,29.63529495652174,95.6701104231884
2015-01-05 07:00:00,0.85616,206.08358,77.83014,393.82057,,23.9,17.3,6.6,178.8,3.2,5.5,5.0,1013.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.2994355942029,191.7756339942029
2015-01-05 08:00:00,1.17746,353.46798,113.31037,655.28705,,32.8,27.5,5.3,175.6,3.4,5.1,5.1,1013.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,55.72670498550724,319.09998205217386
2015-01-05 09:00:00,1.17746,225.67368,87.14163,433.16978,,25.0,19.5,5.5,189.5,3.6,5.7,6.2,1013.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,42.98366637681159,210.93719944347822
2015-01-05 10:00:00,1.87396,120.61641,74.45602,259.39859,,15.4,9.9,5.5,193.8,3.9,5.6,7.9,1013.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.131359188405796,126.31709732173911
2015-01-05 12:00:00,8.24424,49.97682,68.12006,144.75011,,9.5,4.8,4.7,194.1,3.6,5.8,10.1,1011.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.018819478260866,70.48753307826087
2015-01-05 13:00:00,7.11966,43.67078,65.05656,132.01748,,8.2,3.3,4.9,192.5,3.6,6.1,10.0,1010.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,35.00222417391304,64.28723190724637
2015-01-05 14:00:00,8.08408,38.3314,63.80578,122.57978,,4.7,3.7,1.0,191.6,3.8,6.3,9.5,1010.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,34.84321136231884,59.69141936231884
2015-01-05 15:00:00,4.06923,57.60281,72.00802,160.33109,,10.4,7.6,2.8,189.4,3.9,6.3,9.2,1010.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,36.96374895652174,78.07487308985506
2015-01-05 16:00:00,2.99804,64.28647,73.71062,172.28183,,10.3,7.4,2.9,183.8,4.0,6.3,9.2,1009.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,37.29295246376812,83.89443139710144
2015-01-05 17:00:00,1.92735,81.29496,79.63028,204.28082,,8.5,4.8,3.7,185.6,3.9,6.1,9.1,1009.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,39.67591417391304,99.47672097391305
2015-01-05 18:00:00,3.1582,60.25488,76.15097,168.5405,,10.5,7.2,3.3,191.1,3.5,6.6,9.0,1008.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,38.556038144927534,82.07252187826086
2015-01-05 19:00:00,8.24424,33.45165,67.60257,118.89439,,9.9,7.8,2.1,199.9,4.5,7.0,9.1,1008.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,36.76682434782609,57.896744347826086
2015-01-05 20:00:00,8.78008,26.52072,64.60329,105.26783,,12.2,9.4,2.8,196.7,4.4,7.2,9.1,1007.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,35.55636405797101,51.26113099130434
2015-01-05 21:00:00,13.38366,20.04941,58.61,89.352,,10.6,8.3,2.3,198.9,4.7,7.3,8.9,1006.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,34.786229739130434,43.51074787246377
2015-01-05 22:00:00,15.09647,17.43289,55.58538,82.31543,,8.1,5.0,3.1,189.3,4.4,7.5,9.0,1005.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,34.11268263768116,40.08422117101449
2015-01-05 23:00:00,14.72178,14.78082,53.89999,76.56359,,6.6,1.9,4.7,195.1,4.9,7.6,8.8,1004.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,33.117115652173915,37.28329725217391
2015-01-06 00:00:00,30.2934,3.6812,30.76703,36.41145,,6.2,4.2,2.0,175.2,3.1,4.3,9.0,1003.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,29.119125913043476,17.73083524637681
2015-01-06 01:00:00,43.7963,0.89639,15.37905,16.7535,,9.4,7.3,2.1,197.8,4.3,5.9,8.9,1003.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,27.927202028985505,8.158233228985505
2015-01-06 02:00:00,42.6536,0.81449,15.84028,17.08914,,8.1,4.6,3.5,197.6,5.1,6.5,7.8,1002.0,Manchester Piccadilly,MAN3,53.48152,-2.237881,Urban Background,27.618540985507245,8.321680185507246
